Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Lead_Time_Days,GSCPI,gust_kph,precip_mm
SC-11528,2025-03-16,Antwerp,Los Angeles,Air,Pharmaceuticals,12143.88,183.32,1.1,-0.19,11.125,0.0
SC-11529,2024-04-11,Rotterdam,Dubai,Rail,Electronics,8317.84,420.97,8.9,-0.96,22.25625,0.0
SC-11530,2025-12-19,Antwerp,Singapore,Road,Textiles,5013.96,277.76,4.69,0.56,13.7,0.0
SC-11531,2024-04-27,Rotterdam,Los Angeles,Air,Perishables,9349.84,450.91,0.89,-0.96,11.125,0.0
SC-11532,2025-11-01,Shanghai,Busan,Air,Textiles,10884.18,463.17,0.52,-0.15,6.4125,0.08125
SC-11533,2025-10-28,Hamburg,Shanghai,Rail,Textiles,4453.05,5.54,3.49,-0.08,6.4,0.1875
SC-11534,2025-07-18,Dubai,Singapore,Sea,Textiles,6496.46,38.63,15.75,0.02,13.7,0.0
SC-11535,2024-08-08,Singapore,Dubai,Rail,Textiles,2267.35,125.93,3.16,0.21,22.25625,0.0
SC-11536,2025-03-16,Hamburg,Shanghai,Sea,Electronics,3126.67,334.99,16.57,-0.19,6.4,0.1875
SC-11537,2025-04-07,Antwerp,Marseille,Rail,Electronics,10376.21,444.25,10.09,-0.25,13.7,0.11875
SC-11538,2024-08-21,Shanghai,Marseille,Air,Electronics,3130.86,230.51,2.16,0.21,13.7,0.11875
SC-11539,2025-02-27,Busan,Marseille,Air,Automotive,8114.87,303.88,0.5,0.0,13.7,0.11875
SC-11540,2024-12-13,Los Angeles,Rotterdam,Air,Electronics,10781.17,95.06,1.45,-0.26,16.075,0.03125
SC-11541,2025-04-09,Dubai,Hamburg,Sea,Electronics,2049.72,402.68,5.27,-0.25,14.15,0.2625
SC-11542,2025-02-12,Busan,Singapore,Air,Pharmaceuticals,8726.03,483.7,5.14,0.0,13.7,0.0
SC-11543,2025-03-01,Hamburg,Shanghai,Air,Automotive,4220.16,135.03,0.59,-0.19,6.4,0.1875
SC-11544,2024-04-07,Los Angeles,Singapore,Rail,Perishables,14462.44,247.92,40.34,-0.96,13.7,0.0
SC-11545,2024-11-16,Hamburg,Busan,Air,Electronics,7511.41,43.97,4.23,-0.28,6.4125,0.08125
SC-11546,2025-03-13,Rotterdam,Los Angeles,Road,Pharmaceuticals,12186.89,280.01,13.59,-0.19,11.125,0.0
SC-11547,2024-11-16,Shanghai,Dubai,Road,Electronics,8478.28,251.89,7.74,-0.28,22.25625,0.0
SC-11548,2025-11-12,Dubai,Antwerp,Sea,Perishables,1129.48,73.07,2.09,-0.15,15.88125,0.1625
SC-11549,2024-09-18,Singapore,Busan,Road,Electronics,9680.69,221.59,17.74,0.1,6.4125,0.08125
SC-11550,2025-01-18,Los Angeles,Hamburg,Sea,Textiles,14295.35,167.72,21.59,-0.18,14.15,0.2625
SC-11551,2024-06-05,Shanghai,Los Angeles,Road,Perishables,9223.37,261.39,6.35,-0.35,11.125,0.0
SC-11552,2025-12-04,Busan,Singapore,Air,Textiles,12378.24,293.24,0.5,0.56,13.7,0.0
SC-11553,2025-04-30,Singapore,Marseille,Road,Perishables,13320.99,5.24,13.88,-0.25,13.7,0.11875
SC-11554,2024-03-09,Busan,Singapore,Sea,Electronics,3807.16,380.74,7.45,-0.36,13.7,0.0
SC-11555,2024-04-03,Rotterdam,Los Angeles,Road,Electronics,3574.65,356.79,19.98,-0.96,11.125,0.0
SC-11556,2024-03-28,Los Angeles,Antwerp,Road,Perishables,9359.22,183.78,10.32,-0.36,15.88125,0.1625
SC-11557,2024-04-05,Dubai,Singapore,Sea,Pharmaceuticals,6459.91,27.42,11.52,-0.96,13.7,0.0
SC-11558,2025-03-18,Busan,Marseille,Road,Automotive,12677.99,377.71,10.96,-0.19,13.7,0.11875
SC-11559,2024-04-08,Hamburg,Singapore,Air,Textiles,13550.34,477.63,2.49,-0.96,13.7,0.0
SC-11560,2025-01-16,Dubai,Antwerp,Air,Electronics,5624.61,120.84,1.4,-0.18,15.88125,0.1625
SC-11561,2024-05-13,Rotterdam,Antwerp,Rail,Textiles,3934.62,162.44,3.78,-0.59,15.88125,0.1625
SC-11562,2025-07-23,Shanghai,Rotterdam,Air,Automotive,11817.62,92.72,1.76,0.02,16.075,0.03125
SC-11563,2024-03-02,Rotterdam,Antwerp,Air,Electronics,4484.69,288.89,0.5,-0.36,15.88125,0.1625
SC-11564,2025-08-23,Los Angeles,Antwerp,Rail,Textiles,12427.91,78.27,100.25,-0.08,15.88125,0.1625
SC-11565,2025-07-29,Singapore,Rotterdam,Rail,Automotive,6644.2,178.74,6.93,0.02,16.075,0.03125
SC-11566,2025-07-29,Busan,Shanghai,Air,Perishables,10179.47,348.81,5.22,0.02,6.4,0.1875
SC-11567,2024-12-03,Antwerp,Busan,Air,Textiles,1885.26,280.5,0.5,-0.26,6.4125,0.08125
SC-11568,2025-11-17,Shanghai,Marseille,Sea,Automotive,9545.96,193.84,59.05,-0.15,13.7,0.11875
SC-11569,2024-05-05,Singapore,Dubai,Rail,Automotive,7050.63,210.7,6.43,-0.59,22.25625,0.0
SC-11570,2025-02-24,Hamburg,Dubai,Sea,Electronics,9005.82,281.49,17.17,0.0,22.25625,0.0
SC-11571,2024-12-28,Singapore,Los Angeles,Rail,Electronics,2936.21,3.93,2.77,-0.26,11.125,0.0
SC-11572,2025-11-12,Shanghai,Dubai,Road,Electronics,11184.67,40.18,9.27,-0.15,22.25625,0.0
SC-11573,2025-03-09,Dubai,Antwerp,Sea,Pharmaceuticals,13010.56,440.75,37.52,-0.19,15.88125,0.1625
SC-11574,2024-02-22,Busan,Singapore,Air,Perishables,3642.73,39.86,1.06,-0.19,13.7,0.0
SC-11575,2024-10-21,Singapore,Los Angeles,Road,Automotive,1887.86,353.69,2.05,-0.35,11.125,0.0
SC-11576,2025-09-06,Shanghai,Los Angeles,Rail,Pharmaceuticals,842.76,460.1,1.61,-0.02,11.125,0.0
SC-11577,2024-11-15,Hamburg,Shanghai,Sea,Automotive,9808.59,136.07,23.79,-0.28,6.4,0.1875
SC-11578,2024-12-26,Singapore,Marseille,Air,Textiles,9302.86,185.88,1.91,-0.26,13.7,0.11875
SC-11579,2024-04-16,Hamburg,Los Angeles,Road,Pharmaceuticals,8427.11,284.89,9.26,-0.96,11.125,0.0
SC-11580,2025-08-14,Los Angeles,Antwerp,Rail,Electronics,3863.23,440.97,4.41,-0.08,15.88125,0.1625
SC-11581,2025-06-03,Dubai,Singapore,Air,Electronics,6168.14,471.01,0.5,0.08,13.7,0.0
SC-11582,2024-08-05,Los Angeles,Singapore,Road,Perishables,9119.91,370.04,57.79,0.21,13.7,0.0
SC-11583,2024-06-07,Los Angeles,Marseille,Rail,Pharmaceuticals,7703.12,44.22,9.08,-0.35,13.7,0.11875
SC-11584,2025-11-03,Hamburg,Singapore,Sea,Textiles,14822.89,334.91,24.8,-0.15,13.7,0.0
SC-11585,2025-05-08,Hamburg,Shanghai,Road,Textiles,2478.38,205.74,2.31,0.28,6.4,0.1875
SC-11586,2024-08-17,Dubai,Singapore,Road,Perishables,10579.6,235.88,6.73,0.21,13.7,0.0
SC-11587,2024-04-20,Busan,Rotterdam,Rail,Textiles,6362.62,25.53,5.04,-0.96,16.075,0.03125
SC-11588,2024-12-24,Shanghai,Busan,Road,Electronics,6708.89,96.34,4.3,-0.26,6.4125,0.08125
SC-11589,2025-07-23,Hamburg,Rotterdam,Sea,Perishables,10905.17,395.47,143.58,0.02,16.075,0.03125
SC-11590,2025-01-11,Rotterdam,Hamburg,Air,Pharmaceuticals,10540.32,227.53,0.5,-0.18,14.15,0.2625
SC-11591,2024-04-27,Rotterdam,Singapore,Sea,Perishables,14873.21,151.53,231.26,-0.96,13.7,0.0
SC-11592,2024-10-12,Hamburg,Dubai,Road,Textiles,2361.72,192.63,15.47,-0.35,22.25625,0.0
SC-11593,2025-08-10,Shanghai,Dubai,Road,Electronics,2009.59,427.35,11.63,-0.08,22.25625,0.0
SC-11594,2024-08-19,Singapore,Los Angeles,Sea,Pharmaceuticals,11002.91,374.75,24.11,0.21,11.125,0.0
SC-11595,2025-03-15,Shanghai,Hamburg,Air,Perishables,8886.61,136.89,0.5,-0.19,14.15,0.2625
SC-11596,2025-07-28,Los Angeles,Rotterdam,Air,Electronics,4475.33,59.63,1.9,0.02,16.075,0.03125
SC-11597,2025-09-28,Dubai,Antwerp,Rail,Perishables,1651.58,126.75,2.54,-0.02,15.88125,0.1625
SC-11598,2025-09-20,Dubai,Busan,Rail,Electronics,1742.04,460.46,12.23,-0.02,6.4125,0.08125
SC-11599,2025-11-22,Hamburg,Shanghai,Sea,Perishables,13465.77,291.21,25.95,-0.15,6.4,0.1875
SC-11600,2025-10-20,Rotterdam,Shanghai,Rail,Electronics,3282.08,267.21,2.86,-0.08,6.4,0.1875
SC-11601,2025-07-24,Hamburg,Shanghai,Air,Textiles,5188.89,298.6,1.3,0.02,6.4,0.1875
SC-11602,2024-01-27,Los Angeles,Hamburg,Rail,Textiles,3786.52,183.65,28.34,-0.34,14.15,0.2625
SC-11603,2025-09-15,Rotterdam,Los Angeles,Road,Electronics,5647.45,403.75,5.24,-0.02,11.125,0.0
SC-11604,2025-11-04,Shanghai,Busan,Air,Textiles,1506.65,262.12,0.5,-0.15,6.4125,0.08125
SC-11605,2025-12-11,Hamburg,Dubai,Air,Perishables,8026.37,59.26,3.8,0.56,22.25625,0.0
SC-11606,2024-09-30,Dubai,Los Angeles,Rail,Pharmaceuticals,1480.38,65.4,2.83,0.1,11.125,0.0
SC-11607,2024-01-30,Busan,Marseille,Rail,Pharmaceuticals,12105.17,268.89,37.66,-0.34,13.7,0.11875
SC-11608,2024-07-03,Singapore,Hamburg,Sea,Pharmaceuticals,3888.83,468.35,17.74,-0.05,14.15,0.2625
SC-11609,2024-10-06,Rotterdam,Dubai,Sea,Textiles,8330.17,154.87,14.94,-0.35,22.25625,0.0
SC-11610,2025-12-20,Singapore,Hamburg,Air,Textiles,13261.15,434.9,3.23,0.56,14.15,0.2625
SC-11611,2024-11-12,Busan,Los Angeles,Road,Perishables,9937.72,382.28,59.49,-0.28,11.125,0.0
SC-11612,2024-12-13,Singapore,Hamburg,Air,Automotive,8227.89,124.66,3.33,-0.26,14.15,0.2625
SC-11613,2024-12-25,Shanghai,Dubai,Sea,Perishables,5202.84,19.13,8.26,-0.26,22.25625,0.0
SC-11614,2024-01-07,Antwerp,Shanghai,Sea,Perishables,5328.53,51.82,76.95,-0.34,6.4,0.1875
SC-11615,2024-07-04,Singapore,Marseille,Road,Electronics,10207.56,364.52,6.58,-0.05,13.7,0.11875
SC-11616,2024-05-26,Shanghai,Dubai,Road,Textiles,14915.02,100.64,77.47,-0.59,22.25625,0.0
SC-11617,2025-08-02,Antwerp,Marseille,Road,Pharmaceuticals,10096.67,186.26,7.89,-0.08,13.7,0.11875
SC-11618,2025-11-04,Antwerp,Busan,Sea,Perishables,8587.86,251.35,11.5,-0.15,6.4125,0.08125
SC-11619,2025-02-14,Rotterdam,Hamburg,Sea,Automotive,11094.43,363.01,68.05,0.0,14.15,0.2625
SC-11620,2024-03-12,Busan,Shanghai,Sea,Pharmaceuticals,7245.48,57.5,15.12,-0.36,6.4,0.1875
SC-11621,2024-05-25,Dubai,Los Angeles,Road,Electronics,1372.06,203.78,1.38,-0.59,11.125,0.0
SC-11622,2025-10-10,Hamburg,Rotterdam,Air,Perishables,8653.3,243.05,1.82,-0.08,16.075,0.03125
SC-11623,2024-02-01,Dubai,Los Angeles,Sea,Perishables,14385.57,270.87,43.72,-0.19,11.125,0.0
SC-11624,2024-04-03,Los Angeles,Hamburg,Sea,Textiles,3041.89,409.36,5.71,-0.96,14.15,0.2625
SC-11625,2025-06-27,Shanghai,Los Angeles,Air,Electronics,10505.07,86.67,1.26,0.08,11.125,0.0
SC-11626,2024-08-08,Busan,Shanghai,Rail,Electronics,3413.54,404.11,4.38,0.21,6.4,0.1875
SC-11627,2025-01-20,Rotterdam,Dubai,Sea,Pharmaceuticals,8269.5,346.75,23.32,-0.18,22.25625,0.0
SC-11628,2025-03-05,Shanghai,Rotterdam,Sea,Automotive,1901.81,278.38,4.19,-0.19,16.075,0.03125
SC-11629,2025-04-09,Busan,Singapore,Sea,Textiles,7030.38,350.06,88.81,-0.25,13.7,0.0
SC-11630,2024-12-15,Shanghai,Los Angeles,Road,Electronics,11464.37,206.6,7.04,-0.26,11.125,0.0
SC-11631,2024-06-10,Busan,Marseille,Sea,Textiles,5539.79,70.06,80.27,-0.35,13.7,0.11875
SC-11632,2025-01-13,Hamburg,Busan,Rail,Automotive,10141.22,333.22,8.41,-0.18,6.4125,0.08125
SC-11633,2024-11-15,Busan,Shanghai,Sea,Automotive,12034.02,262.81,20.93,-0.28,6.4,0.1875
SC-11634,2024-11-28,Busan,Singapore,Rail,Perishables,13944.08,320.05,13.75,-0.28,13.7,0.0
SC-11635,2025-08-04,Los Angeles,Busan,Sea,Textiles,3902.31,169.66,9.59,-0.08,6.4125,0.08125
SC-11636,2025-09-02,Los Angeles,Singapore,Rail,Electronics,6290.08,453.53,48.22,-0.02,13.7,0.0
SC-11637,2024-03-27,Rotterdam,Hamburg,Sea,Electronics,2710.03,294.1,3.44,-0.36,14.15,0.2625
SC-11638,2024-02-23,Hamburg,Marseille,Road,Pharmaceuticals,14891.01,43.62,32.13,-0.19,13.7,0.11875
SC-11639,2024-06-08,Dubai,Antwerp,Road,Automotive,13941.51,225.45,93.54,-0.35,15.88125,0.1625
SC-11640,2024-06-10,Antwerp,Hamburg,Air,Automotive,8329.38,378.42,2.11,-0.35,14.15,0.2625
SC-11641,2025-09-24,Rotterdam,Shanghai,Air,Pharmaceuticals,12709.48,397.27,0.5,-0.02,6.4,0.1875
SC-11642,2024-02-20,Dubai,Singapore,Road,Pharmaceuticals,8053.89,247.8,19.96,-0.19,13.7,0.0
SC-11643,2025-11-21,Dubai,Hamburg,Road,Pharmaceuticals,9541.99,447.48,9.94,-0.15,14.15,0.2625
SC-11644,2024-03-24,Busan,Antwerp,Air,Perishables,1792.3,134.57,0.5,-0.36,15.88125,0.1625
SC-11645,2024-10-05,Busan,Marseille,Sea,Pharmaceuticals,11451.42,205.89,72.22,-0.35,13.7,0.11875
SC-11646,2025-03-29,Singapore,Marseille,Rail,Pharmaceuticals,2351.85,449.4,3.12,-0.19,13.7,0.11875
SC-11647,2025-11-08,Shanghai,Antwerp,Air,Electronics,12477.98,448.23,1.61,-0.15,15.88125,0.1625
SC-11648,2025-03-10,Busan,Antwerp,Rail,Perishables,11839.41,343.17,8.67,-0.19,15.88125,0.1625
SC-11649,2025-05-12,Shanghai,Busan,Rail,Textiles,10776.8,429.63,9.38,0.28,6.4125,0.08125
SC-11650,2025-09-13,Dubai,Singapore,Sea,Electronics,1024.33,45.3,5.37,-0.02,13.7,0.0
SC-11651,2025-03-28,Busan,Los Angeles,Road,Perishables,4895.36,432.63,23.5,-0.19,11.125,0.0
SC-11652,2025-02-28,Busan,Los Angeles,Road,Textiles,4315.13,160.99,3.42,0.0,11.125,0.0
SC-11653,2024-10-06,Rotterdam,Antwerp,Road,Perishables,5721.98,89.99,5.35,-0.35,15.88125,0.1625
SC-11654,2024-08-08,Hamburg,Rotterdam,Rail,Textiles,1770.82,120.45,1.61,0.21,16.075,0.03125
SC-11655,2025-06-08,Dubai,Antwerp,Road,Automotive,14085.89,209.57,84.27,0.08,15.88125,0.1625
SC-11656,2024-04-26,Rotterdam,Singapore,Air,Perishables,8530.13,126.34,1.87,-0.96,13.7,0.0
SC-11657,2024-12-19,Shanghai,Hamburg,Sea,Automotive,4930.1,160.96,9.65,-0.26,14.15,0.2625
SC-11658,2025-03-16,Antwerp,Singapore,Road,Perishables,6256.23,68.35,4.98,-0.19,13.7,0.0
SC-11659,2024-04-23,Shanghai,Dubai,Air,Perishables,6984.44,148.79,2.04,-0.96,22.25625,0.0
SC-11660,2024-10-17,Dubai,Singapore,Road,Electronics,9208.62,286.57,11.11,-0.35,13.7,0.0
SC-11661,2025-11-25,Shanghai,Dubai,Road,Perishables,7977.35,221.49,40.91,-0.15,22.25625,0.0
SC-11662,2025-11-25,Hamburg,Marseille,Air,Perishables,13831.18,174.01,8.52,-0.15,13.7,0.11875
SC-11663,2025-08-30,Busan,Los Angeles,Air,Automotive,7705.97,373.48,1.89,-0.08,11.125,0.0
SC-11664,2025-05-13,Antwerp,Singapore,Rail,Electronics,14886.29,446.86,14.03,0.28,13.7,0.0
SC-11665,2025-06-23,Antwerp,Dubai,Sea,Perishables,12845.66,378.64,19.54,0.08,22.25625,0.0
SC-11666,2025-11-14,Los Angeles,Antwerp,Sea,Textiles,3523.4,166.67,51.46,-0.15,15.88125,0.1625
SC-11667,2024-11-11,Los Angeles,Antwerp,Road,Electronics,13993.63,372.48,96.13,-0.28,15.88125,0.1625
SC-11668,2024-02-16,Rotterdam,Singapore,Road,Pharmaceuticals,2187.31,76.84,0.84,-0.19,13.7,0.0
SC-11669,2024-08-13,Busan,Shanghai,Road,Textiles,12353.02,66.03,25.63,0.21,6.4,0.1875
SC-11670,2025-02-08,Antwerp,Marseille,Sea,Automotive,6019.04,173.47,12.91,0.0,13.7,0.11875
SC-11671,2025-09-05,Shanghai,Hamburg,Air,Pharmaceuticals,13230.63,404.04,1.82,-0.02,14.15,0.2625
SC-11672,2024-02-26,Dubai,Busan,Sea,Electronics,13086.82,123.93,218.0,-0.19,6.4125,0.08125
SC-11673,2024-01-08,Los Angeles,Antwerp,Rail,Automotive,12185.92,32.56,13.86,-0.34,15.88125,0.1625
SC-11674,2024-07-28,Antwerp,Hamburg,Sea,Electronics,11955.44,66.72,32.75,-0.05,14.15,0.2625
SC-11675,2024-11-04,Antwerp,Rotterdam,Road,Electronics,4917.85,429.51,5.19,-0.28,16.075,0.03125
SC-11676,2024-08-04,Dubai,Antwerp,Rail,Perishables,1673.33,317.26,4.97,0.21,15.88125,0.1625
SC-11677,2024-05-20,Los Angeles,Busan,Sea,Automotive,6343.21,127.35,11.3,-0.59,6.4125,0.08125
SC-11678,2024-09-18,Rotterdam,Los Angeles,Air,Pharmaceuticals,3016.11,278.09,1.25,0.1,11.125,0.0
SC-11679,2024-10-23,Shanghai,Rotterdam,Air,Perishables,10576.79,264.26,1.04,-0.35,16.075,0.03125
SC-11680,2024-12-01,Busan,Singapore,Air,Electronics,5518.45,328.06,0.8,-0.26,13.7,0.0
SC-11681,2024-05-02,Shanghai,Hamburg,Road,Electronics,14646.35,117.36,17.96,-0.59,14.15,0.2625
SC-11682,2024-01-08,Busan,Hamburg,Air,Perishables,9794.1,432.34,0.72,-0.34,14.15,0.2625
SC-11683,2025-05-24,Dubai,Shanghai,Sea,Electronics,12425.97,155.37,25.23,0.28,6.4,0.1875
SC-11684,2025-03-16,Shanghai,Los Angeles,Air,Pharmaceuticals,2421.61,347.37,0.58,-0.19,11.125,0.0
SC-11685,2024-06-28,Busan,Hamburg,Rail,Pharmaceuticals,12999.21,9.05,15.04,-0.35,14.15,0.2625
SC-11686,2024-05-12,Rotterdam,Dubai,Rail,Automotive,13879.98,186.96,17.18,-0.59,22.25625,0.0
SC-11687,2025-01-24,Hamburg,Antwerp,Air,Electronics,7562.4,176.5,0.5,-0.18,15.88125,0.1625
SC-11688,2025-06-29,Antwerp,Singapore,Air,Textiles,9290.67,272.2,0.67,0.08,13.7,0.0
SC-11689,2025-12-21,Shanghai,Hamburg,Rail,Automotive,11589.74,37.3,79.42,0.56,14.15,0.2625
SC-11690,2024-08-23,Shanghai,Dubai,Road,Pharmaceuticals,3035.16,395.28,20.64,0.21,22.25625,0.0
SC-11691,2025-05-27,Antwerp,Hamburg,Sea,Automotive,7787.21,109.67,15.66,0.28,14.15,0.2625
SC-11692,2025-07-26,Dubai,Hamburg,Road,Pharmaceuticals,6280.61,338.84,7.89,0.02,14.15,0.2625
SC-11693,2025-11-15,Busan,Singapore,Sea,Electronics,2622.42,401.8,5.01,-0.15,13.7,0.0
SC-11694,2024-12-28,Singapore,Shanghai,Road,Textiles,5829.25,281.38,7.44,-0.26,6.4,0.1875
SC-11695,2024-03-14,Shanghai,Hamburg,Sea,Textiles,1488.5,370.7,22.72,-0.36,14.15,0.2625
SC-11696,2025-02-10,Los Angeles,Dubai,Air,Pharmaceuticals,874.27,331.27,0.5,0.0,22.25625,0.0
SC-11697,2024-02-13,Rotterdam,Hamburg,Air,Textiles,2459.91,178.41,0.84,-0.19,14.15,0.2625
SC-11698,2025-03-22,Singapore,Rotterdam,Sea,Pharmaceuticals,14465.17,404.62,27.33,-0.19,16.075,0.03125
SC-11699,2024-01-20,Rotterdam,Busan,Sea,Automotive,8468.18,148.06,12.84,-0.34,6.4125,0.08125
SC-11700,2025-04-15,Rotterdam,Busan,Air,Textiles,14504.42,286.04,0.5,-0.25,6.4125,0.08125
SC-11701,2024-03-20,Busan,Singapore,Sea,Automotive,6771.22,372.95,11.3,-0.36,13.7,0.0
SC-11702,2024-11-16,Hamburg,Busan,Road,Textiles,5021.33,190.1,4.31,-0.28,6.4125,0.08125
SC-11703,2025-08-12,Antwerp,Singapore,Sea,Electronics,7839.06,152.08,21.12,-0.08,13.7,0.0
SC-11704,2025-03-15,Busan,Marseille,Air,Pharmaceuticals,6872.92,230.21,0.5,-0.19,13.7,0.11875
SC-11705,2025-08-10,Los Angeles,Singapore,Road,Electronics,2032.14,409.16,9.02,-0.08,13.7,0.0
SC-11706,2025-02-18,Los Angeles,Dubai,Air,Electronics,9791.98,465.03,1.98,0.0,22.25625,0.0
SC-11707,2025-12-27,Dubai,Busan,Rail,Automotive,3632.55,273.0,4.81,0.56,6.4125,0.08125
SC-11708,2025-10-17,Hamburg,Los Angeles,Air,Electronics,9484.03,331.07,1.03,-0.08,11.125,0.0
SC-11709,2025-03-03,Hamburg,Antwerp,Road,Perishables,9927.92,451.73,11.18,-0.19,15.88125,0.1625
SC-11710,2024-10-23,Antwerp,Singapore,Road,Textiles,2704.36,50.17,3.38,-0.35,13.7,0.0
SC-11711,2024-04-27,Dubai,Shanghai,Rail,Electronics,1389.57,116.81,2.18,-0.96,6.4,0.1875
SC-11712,2025-02-18,Shanghai,Hamburg,Road,Electronics,11821.04,354.74,69.86,0.0,14.15,0.2625
SC-11713,2024-01-22,Singapore,Dubai,Sea,Automotive,7167.11,412.05,116.21,-0.34,22.25625,0.0
SC-11714,2024-11-28,Antwerp,Shanghai,Air,Pharmaceuticals,1343.38,428.66,0.5,-0.28,6.4,0.1875
SC-11715,2024-06-24,Rotterdam,Busan,Air,Electronics,14925.56,208.14,8.58,-0.35,6.4125,0.08125
SC-11716,2025-09-24,Hamburg,Rotterdam,Road,Pharmaceuticals,1337.82,45.58,1.72,-0.02,16.075,0.03125
SC-11717,2025-04-16,Singapore,Hamburg,Sea,Electronics,10578.01,219.45,24.38,-0.25,14.15,0.2625
SC-11718,2025-12-07,Dubai,Hamburg,Rail,Automotive,14763.34,116.14,18.18,0.56,14.15,0.2625
SC-11719,2025-01-05,Singapore,Hamburg,Rail,Electronics,3968.11,146.31,3.42,-0.18,14.15,0.2625
SC-11720,2024-03-31,Singapore,Busan,Rail,Perishables,2562.62,386.36,3.91,-0.36,6.4125,0.08125
SC-11721,2025-03-23,Dubai,Rotterdam,Sea,Perishables,2260.08,38.69,10.66,-0.19,16.075,0.03125
SC-11722,2024-04-18,Shanghai,Los Angeles,Air,Automotive,4897.49,413.96,0.5,-0.96,11.125,0.0
SC-11723,2024-09-06,Hamburg,Rotterdam,Rail,Textiles,1965.16,214.41,1.81,0.1,16.075,0.03125
SC-11724,2025-03-22,Singapore,Rotterdam,Sea,Perishables,10536.34,298.44,160.19,-0.19,16.075,0.03125
SC-11725,2025-08-26,Los Angeles,Singapore,Air,Automotive,1403.23,45.74,1.59,-0.08,13.7,0.0
SC-11726,2025-02-14,Antwerp,Los Angeles,Road,Perishables,7886.62,169.34,38.96,0.0,11.125,0.0
SC-11727,2025-06-20,Antwerp,Shanghai,Rail,Pharmaceuticals,14952.1,45.76,83.89,0.08,6.4,0.1875
SC-11728,2024-03-21,Dubai,Singapore,Sea,Pharmaceuticals,12302.57,480.81,23.96,-0.36,13.7,0.0
SC-11729,2025-02-09,Antwerp,Rotterdam,Sea,Textiles,9420.68,403.82,23.25,0.0,16.075,0.03125
SC-11730,2024-11-13,Antwerp,Busan,Road,Automotive,4940.68,230.36,11.77,-0.28,6.4125,0.08125
SC-11731,2024-12-13,Antwerp,Dubai,Rail,Pharmaceuticals,9546.49,112.58,54.99,-0.26,22.25625,0.0
SC-11732,2024-08-14,Antwerp,Singapore,Rail,Automotive,8142.1,466.79,50.99,0.21,13.7,0.0
SC-11733,2024-12-07,Los Angeles,Marseille,Sea,Textiles,6678.21,172.95,14.72,-0.26,13.7,0.11875
SC-11734,2024-06-21,Rotterdam,Singapore,Air,Electronics,2395.3,81.33,0.57,-0.35,13.7,0.0
SC-11735,2024-03-19,Busan,Hamburg,Road,Electronics,13355.76,282.02,92.37,-0.36,14.15,0.2625
SC-11736,2025-06-06,Rotterdam,Hamburg,Air,Electronics,7021.88,471.94,3.87,0.08,14.15,0.2625
SC-11737,2025-10-10,Los Angeles,Singapore,Rail,Automotive,3322.03,2.91,2.82,-0.08,13.7,0.0
SC-11738,2024-04-26,Antwerp,Dubai,Sea,Electronics,5832.51,119.82,14.23,-0.96,22.25625,0.0
SC-11739,2025-06-27,Dubai,Singapore,Road,Electronics,6504.88,469.29,14.68,0.08,13.7,0.0
SC-11740,2025-06-06,Antwerp,Los Angeles,Road,Automotive,12499.3,86.37,27.66,0.08,11.125,0.0
SC-11741,2024-07-17,Rotterdam,Dubai,Sea,Perishables,11137.41,57.51,178.98,-0.05,22.25625,0.0
SC-11742,2024-12-23,Hamburg,Shanghai,Air,Perishables,11654.92,285.52,0.5,-0.26,6.4,0.1875
SC-11743,2024-12-25,Rotterdam,Shanghai,Road,Automotive,659.95,431.06,1.51,-0.26,6.4,0.1875
SC-11744,2025-10-22,Rotterdam,Busan,Road,Pharmaceuticals,6534.23,239.08,6.24,-0.08,6.4125,0.08125
SC-11745,2024-05-31,Singapore,Shanghai,Air,Perishables,7479.49,497.29,0.76,-0.59,6.4,0.1875
SC-11746,2024-08-29,Shanghai,Marseille,Air,Textiles,778.29,339.91,0.98,0.21,13.7,0.11875
SC-11747,2024-04-15,Singapore,Los Angeles,Sea,Textiles,4267.29,37.96,18.49,-0.96,11.125,0.0
SC-11748,2024-05-29,Rotterdam,Los Angeles,Sea,Perishables,11524.2,496.42,178.61,-0.59,11.125,0.0
SC-11749,2024-09-19,Busan,Dubai,Air,Electronics,2488.09,204.54,0.5,0.1,22.25625,0.0
SC-11750,2024-07-21,Antwerp,Dubai,Sea,Automotive,8262.0,144.41,24.18,-0.05,22.25625,0.0
SC-11751,2024-06-26,Rotterdam,Antwerp,Road,Perishables,3620.43,279.38,9.39,-0.35,15.88125,0.1625
SC-11752,2025-09-08,Shanghai,Marseille,Air,Pharmaceuticals,675.75,152.85,0.82,-0.02,13.7,0.11875
SC-11753,2024-06-05,Rotterdam,Antwerp,Sea,Textiles,3997.42,44.14,55.24,-0.35,15.88125,0.1625
SC-11754,2025-11-02,Antwerp,Hamburg,Air,Automotive,14650.17,1.71,1.95,-0.15,14.15,0.2625
SC-11755,2024-03-18,Busan,Rotterdam,Rail,Automotive,12122.29,225.34,88.6,-0.36,16.075,0.03125
SC-11756,2024-06-30,Antwerp,Singapore,Road,Electronics,14413.86,418.59,31.39,-0.35,13.7,0.0
SC-11757,2025-10-05,Rotterdam,Dubai,Air,Pharmaceuticals,7573.88,286.59,4.42,-0.08,22.25625,0.0
